DRUG_CONCEPT_ID,STANDARD_CONCEPT_NAME,STANDARD_CONCEPT_CODE,STANDARD_VOCABULARY
40166004,glyburide 5 MG / metformin hydrochloride 500 MG [Glucovance],861755,RxNorm
45775647,guaifenesin 400 MG / pseudoephedrine hydrochloride 20 MG Oral Tablet,1593149,RxNorm
968666,mesalamine 800 MG,833233,RxNorm
19041463,acetaminophen 500 MG Oral Tablet [Genebs],209442,RxNorm
19099469,Lidoderm,261555,RxNorm
19019041,flurandrenolide 0.0005 MG/MG Topical Ointment,197720,RxNorm
19080098,24 HR ketoprofen 100 MG Extended Release Oral Capsule,314059,RxNorm
19038433,bone meal,19596,RxNorm
37497439,lasmiditan 100 MG Oral Tablet [Reyvow],2256943,RxNorm
40243307,aspirin 500 MG Delayed Release Oral Tablet [Ecotrin],1189776,RxNorm
40233327,acetaminophen 325 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule,1052647,RxNorm
1593747,30 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection [Marcaine with Epinephrine],1867614,RxNorm
19078829,menthol 0.02 MG/MG Topical Gel,311502,RxNorm
36249930,urea 375 MG/ML Topical Cream,1796546,RxNorm
19131433,magnesium chloride 0.006 MEQ/ML / potassium chloride 0.005 MEQ/ML / sodium acetate 0.02 MEQ/ML / sodium chloride 0.09 MEQ/ML / sodium gluconate 0.02 MEQ/ML Irrigation Solution [Physiosol],801925,RxNorm
19040575,yohimbine 5.4 MG Oral Tablet [Yovital],209103,RxNorm
37499778,"3 ML rabies immune globulin, human 300 UNT/ML Injection [HyperRAB]",2267418,RxNorm
19074133,benzoyl peroxide 40 MG/ML Topical Lotion,308690,RxNorm
19132500,folic acid 2.2 MG / pyridoxine 25 MG / vitamin B12 1.3 MG Oral Tablet [Vita-Respa],808534,RxNorm
19123160,pregabalin 150 MG [Lyrica],607019,RxNorm
706240,9 HR methylphenidate 1.67 MG/HR Transdermal System [Daytrana],753439,RxNorm
19071303,Pau d'arco preparation 100 MG Oral Capsule,284103,RxNorm
42902195,camphor 0.005 MG/MG / dimethicone 0.011 MG/MG / menthol 0.006 MG/MG / phenol 0.005 MG/MG Topical Ointment,1358989,RxNorm
36881779,Phenobarbital Injection,OMOP994340,RxNorm Extension
19024754,allopurinol 100 MG Oral Tablet [Hamarin],201157,RxNorm
1355790,rituximab-abbs 10 MG/ML Injection,2105832,RxNorm
40224620,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Topical Lotion [Sulfacet-R],1006060,RxNorm
46287391,ciprofloxacin 10 MG/ML Injection,1665228,RxNorm
19028504,calcium gluconate 1000 MG Oral Tablet,205082,RxNorm
19047223,Cipro,203563,RxNorm
40222681,hydroxyzine pamoate 5 MG/ML Oral Suspension,995274,RxNorm
19085511,trifluoperazine 10 MG,330530,RxNorm
976106,hydrocortisone 0.02 MG/MG / iodoquinol 0.01 MG/MG Topical Gel,544118,RxNorm
40169978,20 ML morphine sulfate 25 MG/ML Injection [Infumorph],892652,RxNorm
19135116,benzoyl peroxide 57.5 MG/ML Medicated Liquid Soap,846034,RxNorm
19134078,"cyclosporine, modified 25 MG [Neoral]",835901,RxNorm
1784771,kanamycin 500 MG,328376,RxNorm
19060877,thiosalicylate,91099,RxNorm
1750322,povidone-iodine 10 MG/ML Topical Solution,317145,RxNorm
19019009,fluorouracil 10 MG/ML Topical Cream,197709,RxNorm
44784684,benzocaine 20 MG/ML / cetylpyridinium chloride 1 MG/ML / menthol 5 MG/ML Mucosal Spray [Orasep Reformulated Dec 2013],1485227,RxNorm
1164611,12 HR guaifenesin 600 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,259184,RxNorm
19110590,magnesium citrate 300 MG,441030,RxNorm
40237533,12 HR dextromethorphan hydrobromide 28 MG / guaifenesin 835 MG Extended Release Oral Tablet,1099066,RxNorm
19069986,Vesicare,539812,RxNorm
42925909,tirofiban 0.25 MG/ML Injectable Solution [Aggrastat],OMOP4652733,RxNorm Extension
42800097,chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution [Otirx],1294364,RxNorm
917388,benzocaine 0.02 MG/MG Topical Ointment,244556,RxNorm
19038928,Lamictal,196502,RxNorm
40236411,methylphenidate hydrochloride 10 MG Chewable Tablet,1091152,RxNorm
19100659,isosorbide dinitrate 2.5 MG,381036,RxNorm
19041142,citric acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution [Polycitra-K],209305,RxNorm
19035221,Humira,353484,RxNorm
1356049,capsaicin 0.00025 MG/MG / lidocaine 0.04 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,2107511,RxNorm
19126890,theophylline 100 MG [Slo-bid],708222,RxNorm
42801208,vitamin B12 0.5 MG Disintegrating Oral Tablet,1298224,RxNorm
19038655,tacrolimus 1 MG [Prograf],564557,RxNorm
45892284,caffeine 200 MG Oral Tablet [Jet-Alert],1595307,RxNorm
40163218,phenytoin sodium 200 MG,855860,RxNorm
19035383,penicillamine 250 MG Oral Tablet [Depen],207370,RxNorm
1511407,{9 (cladribine 10 MG Oral Tablet [Mavenclad]) } Pack [Mavenclad 9 Tablet Pack],2122642,RxNorm
1525243,pioglitazone 15 MG,332435,RxNorm
40232473,dyclonine hydrochloride 2 MG Oral Lozenge,1048132,RxNorm
19128680,lactulose 667 MG/ML Oral Solution [Catulac],755464,RxNorm
19057757,Caltrate,215850,RxNorm
19132474,{1 (22.7 ML) (hydrocortisone 0.01 MG/MG Topical Gel) / 3 (15 ML) (ketoconazole 0.02 MG/MG Topical Gel) } Pack,808349,RxNorm
19109561,propranolol 50 MG,439010,RxNorm
43527145,dextromethorphan hydrobromide 2 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution,1422901,RxNorm
40167888,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.45 MG/ML Oral Solution [Tri-Vi-Sol],876679,RxNorm
42800120,corn starch 0.837 MG/MG Topical Powder,1294098,RxNorm
1319975,24 HR nisoldipine 25.5 MG Extended Release Oral Tablet,763574,RxNorm
19129193,{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (metronidazole 250 MG Oral Tablet) / 56 (tetracycline hydrochloride 500 MG Oral Capsule) } Pack,758019,RxNorm
19023070,ST. JOHN'S WORT EXTRACT 150 MG Oral Capsule,200144,RxNorm
1704214,lamivudine 150 MG,316127,RxNorm
19032192,hydrocortisone 10 MG/ML Topical Lotion [Hytone],206372,RxNorm
40220661,hydrocortisone acetate 25 MG/ML Topical Cream [MiCort-HC],1809845,RxNorm
19081394,haloperidol 2 MG,316027,RxNorm
781153,alprazolam 2 MG Disintegrating Oral Tablet,485416,RxNorm
19018785,acetohydroxamic acid 250 MG Oral Tablet,197308,RxNorm
19133871,penicillin V potassium 25 MG/ML Oral Solution [Veetids],834059,RxNorm
42708097,tenofovir disoproxil fumarate 250 MG Oral Tablet [Viread],1243229,RxNorm
45775693,acetaminophen 500 MG Oral Tablet [Fortolin],1540834,RxNorm
40162780,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Panasal],857533,RxNorm
1592922,ribociclib 200 MG Oral Tablet,1873983,RxNorm
43527128,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 30 MG/ML Oral Solution,1422489,RxNorm
35604603,{1 (cariprazine 1.5 MG Oral Capsule [Vraylar]) / 6 (cariprazine 3 MG Oral Capsule [Vraylar]) } Pack [Vraylar 1.5/3 Mixed Pack],1741747,RxNorm
19068249,fentanyl 1.2 MG Oral Lozenge [Actiq],261109,RxNorm
44506720,ascorbic acid 120 MG Chewable Tablet,1441371,RxNorm
19050105,carnitine 250 MG Oral Capsule,248351,RxNorm
40221591,codeine phosphate 10 MG / guaifenesin 300 MG Oral Tablet [Brontex],995936,RxNorm
40224754,estradiol cypionate 10 MG/ML / medroxyprogesterone acetate 50 MG/ML Injectable Suspension [Lunelle],1000151,RxNorm
42629455,halobetasol propionate 0.5 MG/ML Topical Lotion [Ultravate],1790329,RxNorm
40231835,12 HR carbetapentane citrate 60 MG / guaifenesin 600 MG Extended Release Oral Tablet,1048525,RxNorm
19034699,testosterone 0.01 MG/MG [Testim],575666,RxNorm
44816158,miltefosine 50 MG Oral Capsule,1494071,RxNorm
19028342,clonazepam 0.125 MG Oral Tablet,204891,RxNorm
1036896,tetracaine 20 MG/ML Topical Solution [Pontocaine],211813,RxNorm
40240129,guaifenesin 20 MG/ML Oral Solution [Rompe Pecho],1112205,RxNorm
40235518,bacitracin 0.5 UNT/ML / lidocaine hydrochloride 40 MG/ML / neomycin 0.0035 MG/ML / polymyxin B 10 UNT/ML Topical Cream [ProCoMycin],1089103,RxNorm
40165811,fluphenazine hydrochloride 5 MG [Prolixin],860919,RxNorm
19055246,Aspir-Low,215431,RxNorm
1510265,tolvaptan 15 MG Oral Tablet [Jynarque],2044355,RxNorm
45257515,BENZYL ALCOHOL LIQUID,51927139100,NDC
40184495,"Immunoglobulin G, Human 50 MG/ML Injectable Solution [Gammaplex]",991219,RxNorm
1396158,ascorbic acid 150 MG / ferrous sulfate 60 MG Extended Release Oral Tablet,198997,RxNorm
19030573,glyburide 1.25 MG Oral Tablet [Micronase],205873,RxNorm
19044796,Lopid,202999,RxNorm
35605732,"albumin human, USP 250 MG/ML Injection [Albutein]",1741379,RxNorm
19057625,Adrenal cortex extract 80 MG Oral Tablet,240031,RxNorm
19132714,amylase 24000 UNT / lipase 12000 UNT / protease 24000 UNT Delayed Release Oral Capsule [Zymase],809321,RxNorm
1594976,chlorpropamide 250 MG Oral Tablet,197496,RxNorm
45892791,lidocaine 0.04 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.04 MG/MG Medicated Patch,1599164,RxNorm
43013902,alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet,1368403,RxNorm
19085090,penicillin V potassium 500 MG [Veetids],834117,RxNorm
19041506,acetaminophen 500 MG Oral Tablet [XS Pain Reliever],209462,RxNorm
37003603,14 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Trelegy],2395771,RxNorm
19106663,dapsone 50 MG / isoniazid 175 MG / prothionamide 175 MG Oral Tablet,429245,RxNorm
19040225,praziquantel 600 MG Oral Tablet [Biltricide],208975,RxNorm
45777023,"{60 (insulin, regular, human 4 UNT Inhalation Powder [Afrezza]) / 30 (insulin, regular, human 8 UNT Inhalation Powder [Afrezza]) } Pack [Afrezza 90 - 60 (4 UNT), 30 (8 UNT)]",1544569,RxNorm
40227210,nicotine 4 MG Chewing Gum [Thrive],1011872,RxNorm
19051343,Oyst Cal 500,218995,RxNorm
790125,Evening Dosing 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule [Jornay],2168867,RxNorm
40162738,amitriptyline hydrochloride 75 MG Oral Tablet [Elavil],856855,RxNorm
43211794,Omega-3 Fatty Acids 1000 MG,OMOP448304,RxNorm Extension
920537,betamethasone 1 MG/ML Topical Spray [Diprosone],213558,RxNorm
40237765,"psyllium 500 MG / sennosides, USP 9 MG Oral Capsule [Konsyl Senna Prompt]",1095600,RxNorm
19066763,Ginkgo biloba extract 50 MG Oral Capsule,259700,RxNorm
1545961,atorvastatin 80 MG,329299,RxNorm
1551866,fenofibrate 67 MG,379816,RxNorm
46275792,sonidegib 200 MG Oral Capsule [Odomzo],1659927,RxNorm
43532020,melatonin 0.333 MG/ML Oral Solution,1425120,RxNorm
40229700,cefixime 200 MG Chewable Tablet [Suprax],1043031,RxNorm
45414349,meropenem 500 mg intravenous powder for injection,4959,Multum
44814569,guaifenesin 395 MG / phenylephrine hydrochloride 10 MG Oral Tablet,1490015,RxNorm
44507448,aluminum hydroxide 0.00275 MG/MG Topical Ointment [Derma Gran],1441553,RxNorm
1585148,0.25 ML somatropin 2.4 MG/ML Prefilled Syringe [Genotropin],762839,RxNorm
42707718,diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,1236048,RxNorm
1592376,lisdexamfetamine dimesylate 30 MG Chewable Tablet,1871460,RxNorm
19041352,acetaminophen 32 MG/ML Oral Solution [Mapap],209397,RxNorm
974169,captopril 25 MG / hydrochlorothiazide 15 MG Oral Tablet,197436,RxNorm
19099790,Tebamide Pediatric,261662,RxNorm
1511256,erdafitinib 3 MG Oral Tablet,2123131,RxNorm
19123638,lanolin 0.16 MG/MG / petrolatum 0.57 MG/MG / zinc oxide 0.1 MG/MG Topical Ointment,617980,RxNorm
1589542,levonorgestrel 0.15 MG,316148,RxNorm
963801,Sensor aripiprazole 2 MG Oral Tablet,1998456,RxNorm
42543872,lamivudine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,2003249,RxNorm
43560414,trolamine salicylate 100 MG/ML Topical Lotion [Tru-micin],1433915,RxNorm
40231244,menthol 0.0025 MG/MG,1045342,RxNorm
19020297,Alkeran,151325,RxNorm
40162731,amitriptyline hydrochloride 50 MG Oral Tablet [Endep],856849,RxNorm
19012727,guanfacine 2 MG [Tenex],567251,RxNorm
19098240,acetaminophen 500 MG Oral Capsule [Tylenol Gelcap Extra Strength],351580,RxNorm
1592874,wheat dextrin Powder for Oral Solution [Benefiber],1873532,RxNorm
19002932,timolol 5 MG/ML Ophthalmic Solution [Glaucol],103865,RxNorm
1300156,racepinephrine 22.5 MG/ML Inhalation Solution [Nephron brand of racepinephrine hydrochloride],212351,RxNorm
45776380,miconazole nitrate 0.02 MG/MG Vaginal Ointment [Femmesil],1542929,RxNorm
19036133,prochlorperazine 5 MG Rectal Suppository [Compazine],207641,RxNorm
19135506,Cyclophosphamide 20 MG/ML Injectable Solution [Endoxan],849086,RxNorm
1777810,Ceftriaxone 100 MG/ML Injectable Solution [Rocephin],211568,RxNorm
35201947,250 ML albumin human-kjda 50 MG/ML Injection [Albuminex],2054223,RxNorm
35201117,baloxavir marboxil 40 MG Oral Tablet,2100008,RxNorm
1555887,fluoxymesterone,4494,RxNorm
36250143,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Aller-Flo],1797909,RxNorm
19029711,flurandrenolide 0.5 MG/ML Topical Lotion [Cordran],205610,RxNorm
40224602,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Pad [Plexion],1005820,RxNorm
1364003,S-adenosylmethionine 200 MG Delayed Release Oral Tablet,259258,RxNorm
19132181,sodium chloride 30 MG/ML Nasal Spray,806728,RxNorm
45775213,beta-D-ribose,1592263,RxNorm
40231859,acetaminophen 650 MG / oxycodone hydrochloride 10 MG [Percocet],1049649,RxNorm
42898356,Arnica montana flower extract,1306166,RxNorm
40173713,benzphetamine hydrochloride 50 MG Oral Tablet,904368,RxNorm
40015015,benzocaine Oral Lozenge,371020,RxNorm
40232605,"hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10 MG / phenyl salicylate 36 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule",1048307,RxNorm
19081089,clotrimazole 10 MG,315701,RxNorm
1398719,ASTRAGALUS ROOT,259441,RxNorm
40231507,naphazoline hydrochloride 0.2 MG/ML / zinc sulfate 2.5 MG/ML Ophthalmic Solution,1046596,RxNorm
35603486,2 ML somatropin 10 MG/ML Pen Injector [Nutropin],1735496,RxNorm
40238891,chlorpheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 2.5 MG/ML Oral Solution,1100501,RxNorm
19124327,gemifloxacin 320 MG Oral Tablet,637560,RxNorm
19082973,ampicillin 500 MG,328305,RxNorm
40222108,butoconazole nitrate 20 MG/ML Vaginal Cream [Femstat Prefill],994091,RxNorm
40220504,immunoglobulin G Injection [Carimune],1809208,RxNorm
40228131,calcipotriene 0.00005 MG/MG Topical Ointment [Calcitrene],1013636,RxNorm
42708776,pramoxine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Lotion [Calahist],1248195,RxNorm
40243593,proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Ocu-caine],1191030,RxNorm
42800719,esomeprazole 5 MG Granules for Oral Suspension,1297761,RxNorm
19010499,xylose,11378,RxNorm
19049021,Potaba,8587,RxNorm
43526507,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 42 (ethinyl estradiol 0.02 MG / levonorgestrel 0.15 MG Oral Tablet) / 21 (ethinyl estradiol 0.025 MG / levonorgestrel 0.15 MG Oral Tablet) / 21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet...,1373503,RxNorm
46275713,cefotaxime 2000 MG Injection [Claforan],1656320,RxNorm
44818304,{1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream [Monistat]) / 3 (5000 MG) (miconazole nitrate 40 MG/ML Vaginal Cream [Monistat]) } Pack [Monistat 3 Vaginal Cream Combination Pack with Vaginal Creams],1536604,RxNorm
959174,butabarbital,477631,RxNorm
589159,Amitriptyline 20 MG/ML,OMOP3138850,RxNorm Extension
1713587,amoxicillin 375 MG,332366,RxNorm
1518714,dexamethasone 16 MG/ML,343643,RxNorm
1510657,EyS Dry Eye,2047527,RxNorm
1718159,Vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML Oral Suspension,1812945,RxNorm
1368823,altretamine,5296,RxNorm
19071966,adenine,290,RxNorm
45413312,"Fentanyl Matrix, 75 mcg/hr transdermal film, extended release",6967,Multum
19026108,Acetazolamide 100 MG/ML Injectable Solution [Diamox],202133,RxNorm
19065623,Grape Seed Extract 60 MG Oral Capsule,253042,RxNorm
43531781,camphor 0.031 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.15 MG/MG Topical Gel,1425325,RxNorm
19011127,prednylidene,12473,RxNorm
19065929,glucosamine hydrochloride 200 MG / glucosamine sulfate 300 MG Oral Tablet,259029,RxNorm
19037348,salsalate 750 MG Oral Tablet [Disalcid],208059,RxNorm
40173563,amikacin sulfate 50 MG/ML Injectable Solution [Amikin],905150,RxNorm
1400533,iron carbonyl 12 MG/ML Oral Suspension,582247,RxNorm
19059746,Pyridium,8998,RxNorm
19052903,promazine,8742,RxNorm
40242606,psyllium 525 MG Oral Capsule,1150284,RxNorm
1310356,lutein 15 MG / zeaxanthin 0.7 MG Oral Capsule,359734,RxNorm
19011904,potassium aminobenzoate,142141,RxNorm
975984,hydrocortisone 0.5 MG/ML,334971,RxNorm
40224945,glycopyrrolate 0.2 MG/ML Oral Solution [Cuvposa],999965,RxNorm
752206,prochlorperazine 15 MG Extended Release Oral Capsule,312637,RxNorm
42708120,tenofovir disoproxil fumarate 0.04 MG/MG Oral Powder,1243343,RxNorm
40223943,miconazole nitrate 20 MG/ML Topical Lotion,998521,RxNorm
45892162,14 ACTUAT parathyroid hormone 0.075 MG/ACTUAT Cartridge [Natpara],1602040,RxNorm
1387515,folic acid 0.8 MG / vitamin B12 0.1 MG / vitamin B6 50 MG Oral Tablet,259191,RxNorm
46275915,epinephrine Injection,1660013,RxNorm
1597776,glimepiride 2 MG,317637,RxNorm
35605220,2 ML torsemide 10 MG/ML Injection [Demadex],1729523,RxNorm
43526001,Bilberry extract 1000 MG Oral Capsule [STRIX],1374866,RxNorm
42708989,hydrocortisone acetate 10 MG/ML Topical Cream [Hycort],1250494,RxNorm
792962,brigatinib 90 MG Oral Tablet [Alunbrig],1988768,RxNorm
43012175,basil oil,1362135,RxNorm
43560265,salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Seba-Moist],1433755,RxNorm
1718465,citrulline 750 MG Oral Capsule,1857612,RxNorm
35201969,0.8 ML filgrastim-aafi 0.6 MG/ML Prefilled Syringe,2057215,RxNorm
19004750,trazodone hydrochloride 150 MG Oral Tablet [Molipaxin],104824,RxNorm
1145597,nimodipine 6 MG/ML Oral Solution,2361311,RxNorm
40235566,calcium carbonate 600 MG / ergocalciferol 200 UNT / soy protein isolate 25 MG Oral Tablet,1088799,RxNorm
42873466,Saccharomyces boulardii 250 MG Chewable Tablet,1301032,RxNorm
40223975,miconazole nitrate 50 MG Buccal Tablet [Oravig],998550,RxNorm
40176732,Dicyclomine Hydrochloride 10 MG/ML Injectable Solution [Dicyclocot],991079,RxNorm
702081,cholecalciferol 1.25 MG / menatetrenone 0.2 MG Oral Capsule,2572284,RxNorm
42800594,chlorpheniramine maleate 4 MG / pseudoephedrine hydrochloride 30 MG Chewable Tablet,1298764,RxNorm
40242023,cocoa butter 0.855 MG/MG / phenylephrine 0.0025 MG/MG / shark liver oil 0.03 MG/MG Rectal Suppository [Prep-Hem],1148185,RxNorm
40242272,menthol 6.1 MG Oral Lozenge [Koldets Cough Drop],1146111,RxNorm
42800846,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 7.5 MG Oral Tablet [Uniretic],1299873,RxNorm
767410,lithium citrate,52105,RxNorm
45892250,1.7 ML articaine hydrochloride 40 MG/ML / epinephrine 0.01 MG/ML Cartridge,1595035,RxNorm
903052,tiopronin 100 MG Oral Tablet,198287,RxNorm
43012518,bedaquiline,1364504,RxNorm
1592911,ribociclib,1873916,RxNorm
19125453,alprazolam 3 MG [Xanax],687020,RxNorm
40183736,glycerin 5 MG/ML / propylene glycol 6 MG/ML Ophthalmic Solution,991424,RxNorm
19124931,hexachlorophene 30 MG/ML Topical Solution,657508,RxNorm
1586230,cerivastatin sodium 0.4 MG Oral Tablet [Baycol],261244,RxNorm
40166648,fluphenazine hydrochloride 2.5 MG,865122,RxNorm
40220542,"50 ML immunoglobulin G, human 100 MG/ML Injection [Gammaked]",1809440,RxNorm
40174157,diflorasone diacetate 0.0005 MG/MG Topical Ointment [Apexicon],966609,RxNorm
1154458,albuterol 4 MG,315288,RxNorm
19045813,loxapine 10 MG [Loxitane],567127,RxNorm
40225816,acetaminophen 650 MG / codeine phosphate 30 MG Oral Tablet [Cocet],1012160,RxNorm
1584952,somatropin 8 MG/ML Injectable Solution,248288,RxNorm
45892163,parathyroid hormone 0.075 MG/ACTUAT Cartridge,1602041,RxNorm
19128751,cephalexin 50 MG/ML Oral Solution,755617,RxNorm
987303,lactulose 667 MG/ML Oral Solution [Constilac],755468,RxNorm
1559728,glyburide 4.5 MG Oral Tablet [Glycron],261351,RxNorm
40174369,ibandronic acid 2.5 MG Oral Tablet [Boniva],904938,RxNorm
1592379,lisdexamfetamine dimesylate 20 MG Chewable Tablet [Vyvanse],1871463,RxNorm
1593552,sodium bicarbonate 700 MG / sodium chloride 2300 MG Powder for Nasal Solution [Sinucleanse],1866164,RxNorm
42707636,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream [Pramosone],1235052,RxNorm
1537627,14 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection [Zynrelef],2560308,RxNorm
35605196,vinorelbine Injection,1729404,RxNorm
40164108,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 100 MG Rectal Suppository,860741,RxNorm
19007943,indomethacin 50 MG Oral Capsule [Indocid],105859,RxNorm
40174806,hydralazine hydrochloride 25 MG / hydrochlorothiazide 25 MG Oral Capsule [Hydralazine Plus],966587,RxNorm
43012129,acetaminophen 80 MG / phenylephrine hydrochloride 1.25 MG Chewable Tablet,1363828,RxNorm
43526139,dexamethasone sodium phosphate 4 MG/ML Injectable Solution [Dalalone],1374408,RxNorm
40234040,triamcinolone acetonide 40 MG/ML Injectable Suspension [Cenocort],1086341,RxNorm
963798,Sensor aripiprazole 10 MG Oral Tablet [Abilify],1998453,RxNorm
19064370,sertraline 200 MG Oral Capsule,251201,RxNorm
1592557,samarium Sm153 50 MCI/ML Injection,1872463,RxNorm
19034205,prednisone 10 MG Oral Tablet [Sterapred DS],206990,RxNorm
40164941,metformin hydrochloride 750 MG [Glucophage],860982,RxNorm
19060329,metronidazole 50 MG/ML Oral Suspension,246303,RxNorm
19046818,quetiapine 150 MG [Seroquel],828288,RxNorm
35200146,Sambucus nigra flower oil,2053443,RxNorm
19098371,doxycycline hyclate 75 MG Delayed Release Oral Capsule [Doryx],352080,RxNorm
19089145,Chantix,636230,RxNorm
42707850,fentanyl 0.1 MG/ACTUAT Mucosal Spray,1237050,RxNorm
19104214,cytomegalovirus immune globulin 100 MG/ML Injectable Solution,413186,RxNorm
19012614,Epoetin Alfa 2000 UNT/ML Injectable Solution [Eprex],150915,RxNorm
1710448,cycloserine 250 MG Oral Capsule [Seromycin],212797,RxNorm
43013244,20 ML baclofen 1 MG/ML Prefilled Syringe,1369787,RxNorm
42708412,docusate potassium 100 MG Oral Capsule,1245463,RxNorm
40239113,doxylamine succinate 5 MG Chewable Tablet,1101439,RxNorm
793931,60 ACTUAT fluticasone propionate 0.232 MG/ACTUAT Dry Powder Inhaler,1941605,RxNorm
43012525,benzoyl peroxide 60 MG/ML Medicated Liquid Soap [Oscion],1367306,RxNorm
1713478,amoxicillin 400 MG Chewable Tablet [Amoxil],261223,RxNorm
1593515,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injec...,1928354,RxNorm
19062713,Mycitracin Plus Pain Reliever,93372,RxNorm
40243448,atropine sulfate 10 MG/ML Ophthalmic Solution [Atropine-Care],1190657,RxNorm
19007901,ibuprofen 400 MG Oral Tablet [Cuprofen Maximum Strength],105847,RxNorm
727864,pemoline 37.5 MG Oral Tablet,261983,RxNorm
1165188,12 HR guaifenesin 600 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet,359937,RxNorm
969004,hexylresorcinol,5321,RxNorm
19102542,guaifenesin 400 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Capsule,403947,RxNorm
37499129,cenobamate 150 MG Oral Tablet,2283507,RxNorm
19124278,chondroitin sulfates 400 MG / glucosamine 500 MG / methylsulfonylmethane 167 MG Oral Tablet,636607,RxNorm
43526549,acetaminophen 500 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,1424372,RxNorm
19059360,ferrous gluconate 325 MG Oral Capsule,244210,RxNorm
40175079,levothyroxine sodium 0.175 MG Oral Tablet [Euthyrox],966202,RxNorm
19044346,cyclophosphamide 25 MG Oral Tablet [Cytoxan],210570,RxNorm
1185926,ketoprofen 25 MG Oral Capsule,197854,RxNorm
19038684,thiothixene 5 MG Oral Capsule [Navane],208494,RxNorm
19127940,{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) } Pack [Lo/Ovral 21 Day],749160,RxNorm
42544061,"2 ML fibrinogen, human 106 MG/ML / thrombin, human 625 UNT/ML Prefilled Syringe",2003663,RxNorm
42801076,phenylephrine hydrochloride 2.5 MG/ML Nasal Spray [Rhinall],1299141,RxNorm
35201893,{2 (1 ML erenumab-aooe 70 MG/ML Prefilled Syringe [Aimovig]) } Pack [Aimovig Prefilled Syringe (140 MG Dose)],2056681,RxNorm
1517868,niacin 400 MG Extended Release Oral Capsule [Nico-400],212576,RxNorm
40231131,hydrocortisone 10 MG/ML Topical Solution [Scalpicin Itch Relief],1039273,RxNorm
1396665,dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 9 MG/ML Oral Solution,2173830,RxNorm
1728910,succimer 100 MG Oral Capsule,198227,RxNorm
968987,calcium chloride 0.002 MEQ/ML / glucose 50 MG/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution,847629,RxNorm
19035393,Relpax,353724,RxNorm
1315313,nilutamide 150 MG,331558,RxNorm
